id,date,user,pc,to,cc,bcc,from,activity,size,attachments,content
{H3I5-H8VQ76XE-0798VPBS},01/04/2010 12:16:40,BLN0230,PC-0151,MAG71@aol.com,BLN637@bellsouth.net,,BLN637@bellsouth.net,Send,24012,,"The hall and its grand staircase, said Colvin, would have rivalled those of Christ Church. The same writer said that the tower rose ""Manhattan-wise for 10 storeys through the twentieth century, only to have a diminutive spire, escaped from the fifteenth, push through its top to steal the last laugh"". Colvin's view was that the failure to construct the college according to this ""impressive"" design led to it being Oxford's ""most notable architectural casualty of the 1930s"". File:Bundesarchiv Bild 192-017, KZ Mauthausen, Besuch Heinrich Himmler.jpg|Himmler and his entourage ascend the ""steps of death"" which led from the quarry to a road going up to the Mauthausen camp. This allowed many of them not only to evade the risk of starvation, but also to help other prisoners who had no relatives outside the camps - or who were not allowed to receive parcels."
{A1P3-Y3JB64SK-9170TTTX},01/04/2010 12:20:30,DRB0202,PC-0568,Daryl.Rana.Bentley@dtaa.com,,,Meyer-Jacob@lockheedmartin.com,View,24661,,"In the Worlds Without End database, Ace ranks third among publishers by all-time count of major science fiction and fantasy award nominations. By 1955, the company released more sf titles each year than in either of the other two genres, and from 1961 onward, sf titles outnumbered mysteries and westerns combined. By the end of the decade, Ace produced perhaps 70 more such titles, along with gothic novels, self-improvement books, ""strange but true"" books, and many others."
{U2F5-J9BI06UD-2623PSPT},01/04/2010 10:58:12,DAM2705,PC-8622,Dakota.Ali.Mathews@dtaa.com,,,Kyra.Cally.Hays@dtaa.com,View,24853,,"This explains the nearly spherical shape of the outer Oort cloud. If analyses of comets are representative of the whole, the vast majority of Oort-cloud objects consist of various ices such as water, methane, ethane, carbon monoxide and hydrogen cyanide. In 1984, Physicist Richard A. Muller postulated that the Sun has a heretofore undetected companion, either a brown dwarf or a red dwarf, in an elliptical orbit within the Oort cloud. The fire control system was also modernized through the exchange of the old M282 gunner's periscope with a new periscope and a new Nd:YAG laser rangefinder. However, the deal was canceled after Jose Maria Aznar was replaced by Jose Luis Rodriguez Zapatero as president of Spain-the new Spanish government declared that Spain didn't even have enough AMX-30EM2s in working condition to sell to Colombia."
{X5I9-M4CS95HZ-5382XPSW},01/04/2010 11:43:28,ATM1003,PC-7331,Akeem.Timothy.Manning@dtaa.com,,,Armand.Devin.Velasquez@dtaa.com,View,36811,,"John's son, King Henry III, assessed the carucage on three occasions, in 1217, 1220, and 1224. Carucage was an attempt to secure new sources of revenue to supplement existing sources of income."
{B2M0-G7RF44QD-7875HCOR},01/03/2010 15:16:45,JLM3847,PC-6914,Justina.Lois.Mcdowell@dtaa.com,,,Charlotte.M.Holcomb@raytheon.com,View,25182,,"The German propaganda machine seized upon this opportunity. Its commander had clearly observed the British advance, but the nearest British tank was unable to traverse its turret to engage and by the time a second tank had moved into position the armoured car had withdrawn. They reported seeing German tanks heading towards Villers-Bocage but Lieutenant Charles Pearce, of 4CLY, believed that these were probably misidentified self-propelled guns. The 5th Royal Horse Artillery (5RHA), equipped with Sexton self propelled artillery guns, would advance behind the rest of the brigade."
{K5B8-B7QD12FH-1002SQTP},01/04/2010 07:12:09,WMR2723,PC-5580,Neil.Quentin.Ortiz@dtaa.com,Leslie.Gwendolyn.Jacobs@dtaa.com,Wilma.Mallory.Rose@dtaa.com,Wilma.Mallory.Rose@dtaa.com,Send,2753885,C:\WMR2723\FJUQLH2A.doc(2505830);C:\WMR2723\QTAG5XKN.jpg(18772);C:\BRVIB7VC.pdf(203281),"A new facility in Over-the-Rhine was championed by the late Cincinnati Pops Maestro Erich Kunzel and funded through a unique public-private partnership that raised over $31 million in private contributions to match public funding. Councilwoman Bobbie Stern proposed the school move to Cincinnati Union Terminal, a National Historic Landmark which the Historic American Buildings Survey called ""a unique and monumental manifestation of Art Deco architecture and interior decoration"", noted for its mosaic murals depicting the history of Cincinnati and its rotunda, {convert|106|ft|m} high and {convert|110|ft|m} long, the largest semi-dome in the western hemisphere. Formerly aligned with the Cincinnati Art Museum, it became an independent college of design in 1998. Advanced students take private lessons, arranged by the school, and have master classes with guest instructors from the Cincinnati Symphony Orchestra. In 2007, the 98 graduating seniors received a combined $7.1 million in scholarships and SCPA averaged $72,449 per student, the third most of any public or private school in Cincinnati."
{C6E0-E6CL27SA-8817DAYA},01/04/2010 09:27:16,MNP0955,PC-9754,Mark.Norman.Potter@dtaa.com,,,Stella_House@boeing.com,View,15606,,"Shah reportedly approached the Berlin Zoo with a purported ?3.5 million film deal. On 1 April, pathology experts announced that Knut's immediate cause of death was from drowning. He was the star of the Berlin zoos"". On 19 March 2011, Knut unexpectedly died at the age of four."
{U5R5-J8IY57RU-6809LZXY},01/04/2010 12:19:50,KDN1740,PC-2789,Kane.Dante.Nicholson@dtaa.com,,,BDB6@northropgrumman.com,View,34230,,"By the time of his participation in Britain's Got Talent, Johnston was head chorister. It includes a cover of ""Walking in the Air"", performed with Faryl Smith. The Zoo plans to erect a monument in Knut's honor, financed by donations from fans. Despite Der Spiegel reporting on 30 April 2007 that Knut was ""steadily getting less cute"" as he increased in age, Knut continued to bring in record crowds to the zoo that summer."
{P7H3-K9GL56HT-1949HEED},01/04/2010 11:31:20,XEJ0773,PC-4649,Xerxes.Emmanuel.James@dtaa.com,,,Connor-Warner@boeing.com,View,28335,,"The amphitheater averaged {convert|20|ft|m|0} high and {convert|140|ft|m|0} long. Interest in the group began to waver noticeably when Harvey finally stepped down as president at a 1920 convention in Pittsburg, Kansas that was attended by only 200 delegates. Highway 94, which once lead to Monte Ne, is also called Monte Ne Road."
{K6B6-Z3OR54RA-5454VDNQ},01/04/2010 12:17:12,CBM0060,PC-2803,Cameron.Blythe.Mccormick@dtaa.com,,,RGG24@raytheon.com,View,16100,,"Many of these volcanoes were formed between 0.01 and 1.6 million years ago, some of which show evidence of volcanic activity in the past 10,000 years. The solidifying lava would occasionally collapse portions of the volcano to create pyroclastic flows. In Cuba, Schlumberger died of yellow fever, leaving Malzel without a director for his machine. Kempelen died at age 70 on 26 March 1804."
{A4U9-E3XW44QD-2320ELNS},01/04/2010 08:43:47,MLV3376,PC-1698,Joan.Martina.Fulton@dtaa.com;Daryl.Deirdre.Webster@dtaa.com;Otto.Alexander.Wilkins@dtaa.com,Jameson.Simon.Mcleod@dtaa.com,,Marshall.Lawrence.Vega@dtaa.com,Send,48449,,"Minnesota's United States senators are Democrat Amy Klobuchar and Democrat Al Franken. The University of Minnesota Medical School is a highly rated teaching institution that has made a number of breakthroughs in treatment, and its research activities contribute significantly to the state's growing biotechnology industry."
{I5X9-P7PP42KH-7025VZWU},01/03/2010 09:36:35,RHO0678,PC-9728,Rogan.Herrod.Odonnell@dtaa.com,,,Stacey.S.Odonnell@boeing.com,View,46081,,"This white layer turned out to be hyphomycete fungi and slime mould that grew in the cambium of the bark. A recovery program was commenced in 1998. The Red-tailed and Glossy Black Cockatoos form the other subgenus, Calyptorhynchus. Although it is classified as Least Concern on the IUCN Red List of Threatened Species, and not listed nationally as threatened, the Yellow-tailed Black Cockatoo is declining in numbers in Victoria and South Australia. This species was seldom seen in captivity before the late 1950s, after which time a large number of wild-caught birds entered the Australian market."
{R9C4-E3EZ90EU-6007CJMN},01/04/2010 08:09:29,DBT0141,PC-8774,Duncan.Brendan.Trujillo@dtaa.com,,,Rosalyn.M.Adams@lockheedmartin.com,View,27979,,"He describes the role as ""a privilege"". As a film awards presenter, he hosted the IFTA Awards ceremony for three consecutive years between 2005 and 2007, the British Independent Film Awards from 2005 to 2010, and the National Movie Awards in 2008 and 2010. Dark brown volcanic glass composes the Betty's Bump andesite as much as 20%. Black Tusk, a pinnacle of black volcanic rock on the north shore of Garibaldi Lake to the southeast, sustains the same name."
{V0U8-Z9WI97KU-6304KSPM},01/03/2010 10:37:36,JPC2507,PC-0747,Jayme.Pamela.Carroll@dtaa.com,,,Michelle.Ruth.Cleveland@dtaa.com,View,14345,,"Ashley then confronts Guildenstern and manages to defeat him. The story centers on Ashley Riot, an elite agent known as a Riskbreaker, who must travel to Lea Monde to investigate the link between a cult leader and a senior Valendian Parliament member, Duke Bardorba. Vagrant Story is a solo dungeon crawl, in which the player controls Ashley Riot from a third-person perspective while exploring Lea Monde and the catacombs underneath."
{L8S5-K4NO37JK-9809KBPJ},01/02/2010 12:18:46,MBN3610,PC-8169,Micah.Baxter.Nixon@dtaa.com,,,Amber_M_Trevino@boeing.com,View,38378,,"Hoffman paid for his middle nephew's business classes at the Academy of Commerce until his 1912 graduation, and arranged his hiring by the stock exchange soon after. Kertesz did not heal soon enough to return to combat, and with peace in 1918, he returned to the stock exchange. In the 1940s and 1950s, he stopped working for magazines and began to achieve greater international success."
{E1C9-W9IU94SN-9066EFUX},01/04/2010 12:53:26,FPL3129,PC-5966,Ashton.Nigel.Burgess@dtaa.com;James.Harper.Kennedy@dtaa.com,Mikayla.Bryar.Fry@dtaa.com,,Francesca.Patricia.Lawson@dtaa.com,Send,28204,,"The young Forster, only thirteen years old, published his first book: an English translation of Lomonosov's history of Russia, which was well-received in scientific circles. He traveled to Paris to seek out a discussion with the American revolutionary Benjamin Franklin in 1777. Lent logged his first solo flight on 15 September 1936 in a Focke-Wulf Fw 44 Stieglitz. The Confessing Church, led by Pastor Martin Niemoller, was a schismatic Protestant church which opposed the Reich's efforts to ""Nazify"" Germany's Protestant churches."
{U4I9-U0GZ78BS-9790XSBV},01/04/2010 10:44:03,KOM1306,PC-2679,Kiara.Olympia.Maxwell@dtaa.com,,,Kane.Basil.Humphrey@dtaa.com,View,30602,,"It was briefly used as a connection for the parallel state highway after it opened. Since it opened, Brockway Mountain Drive has been recognized nationally and locally in several media outlets for its picturesque qualities, usually in profiles of Keweenaw County, the Upper Peninsula or other scenic drives. The road was constructed by the county road commission, the Works Project Administration (WPA) and the Civilian Conservation Corps (CCC) in 1933."
{D0R3-O9YH58LX-4330SWXV},01/04/2010 08:55:31,BWK0172,PC-0317,Castor.Harper.Faulkner@dtaa.com;Samson.Kaseem.Moses@dtaa.com,Megan.Kalia.Dawson@dtaa.com,,Benjamin.Wylie.Kane@dtaa.com,Send,23139,,"His tenure was marked by conflicts with the monks of his cathedral chapter, who believed that Nigel kept income for himself that should properly have gone to them. The monks, in the Liber Eliensis, complained that Nigel had taken items from the church to finance his trip to Rome, and that they were required to help contribute to the bribe when Nigel was reconciled with Stephen. The medieval chronicler Orderic Vitalis claimed that Ranulf planned to kill all the Normans in the government and hand the country over to the Scots."
{H8E2-N7RN90DS-0737XSHR},01/04/2010 08:24:24,QWL3474,PC-2154,Jonathan.Ishmael.Norris@dtaa.com,Berk.Xerxes.Robertson@dtaa.com,Quail.Wilma.Long@dtaa.com,Quail.Wilma.Long@dtaa.com,Send,16644,,"All 3,000 soldiers onboard drowned when the ship sank quickly. The Take Ichi convoy suffered a devastating submarine attack on 6 May. On that day, {USS|Gurnard|SS-254|6} intercepted the Japanese ships in the Celebes Sea near the northeastern tip of Celebes. The IJN's faulty anti-submarine doctrine also contributed to Japan's shipping losses. Seven of the transports were traveling to Manila only and the 32nd and 35th Divisions were each carried by four vessels."
{J2B6-C4JQ10IF-3022YZFB},01/04/2010 10:25:17,JHF1278,PC-4691,Audra.Jordan.Newman@dtaa.com;Declan.Orson.Wolf@dtaa.com,Chester.Lucas.Crosby@dtaa.com,Jameson.Harper.Frye@dtaa.com,Jameson.Harper.Frye@dtaa.com,Send,35759,,"It is likely that his father was Roger's brother Humphrey. The lone pipe roll to survive from Henry I's reign, for the year 1130, may be Nigel's own copy, brought with him to the Exchequer when he returned under Henry II. The monks of his cathedral chapter did not like the fact that they were required to pay for the bishop's appeals to Rome to recover his see, or pay for regaining the king's favour. The restitution was hampered by the absence of the king from England, and the dispute dragged on until finally it was resolved by Nigel pledging in front of Theobald of Bec, Archbishop of Canterbury, to restore the lands."
{L7A0-X7EJ76NZ-7009AEGB},01/04/2010 08:43:35,RTA1201,PC-7150,Jared.Price.Johns@dtaa.com;Ishmael.Octavius.Rowe@dtaa.com;Dahlia_Berry@lockheedmartin.com,,,Raymond.Tad.Aguirre@dtaa.com,Send,1182853,C:\RTA1201\BWSYRDYM.doc(510207);C:\22DSDB0\X6OQ8YUR.doc(655219),"Veidt shows everyone news broadcasts confirming the cessation of global hostilities and cooperation against a new threat; this leads almost all present to agree that concealing Veidt's truth from the public is in the best interests of the world to keep it united. In October 2005, Gordon and Levin met with Warner Bros. to develop the film there again. The project did not hold together at Revolution Studios and subsequently fell apart. It looks less like a comic book, so we stuck with it."" He added that to place faith in such icons was to give up personal responsibility to ""the Reagans, Thatchers, and other 'Watchmen' of the world who supposed to 'rescue' us and perhaps lay waste to the planet in the process""."
{F3Z8-R7MJ92GD-2609MCDU},01/04/2010 08:38:35,PMF0768,PC-5810,Sierra.Clio.Mcknight@dtaa.com,Jillian.Galena.Nicholson@dtaa.com,,Perry.Micah.Franklin@dtaa.com,Send,22145,,"Some have criticized Coolidge as an adherent of the laissez-faire ideology, which they claim led to the Great Depression. In 1899, he declined renomination, running instead for City Solicitor, a position elected by the City Council. He called up more units of the National Guard, restored Curtis to office, and took personal control of the police force. Coolidge's ideas were shared by the Republicans in Congress, and in 1924 Congress passed the Revenue Act of 1924, which reduced income tax rates and eliminated all income taxation for some two million people."
{T7W3-G5QS22GN-1011IQGF},01/04/2010 09:55:03,HNC0074,PC-7789,Austin.Xenos.Livingston@dtaa.com;Lani.Francesca.Robinson@dtaa.com;Hadassah.Ingrid.Farley@dtaa.com,Minerva-Newton@northropgrumman.com,Hoyt.Nicholas.Cole@dtaa.com,Hoyt.Nicholas.Cole@dtaa.com,Send,2828055,C:\58LpJf0\MVBPIECA.txt(1314741);C:\HNC0074\WGNZ1PN9.doc(1490293),"He was repentant, asking God to bless the king, queen, and their ""royal progeny"", but ""spoil[ed] all the pottage with one filthy weed"" by beseeching God to make the king a Catholic. Any lingering doubts Rookwood had were removed by Catesby's lie that the Jesuits had given the scheme their approval. On the evening of 4 November the authorities made a search of the House of Lords, where they discovered one of the plotters, Guy Fawkes, guarding a hoard of explosives. His pleas were in vain."
{U8R1-C6XB78CF-2602IFNA},01/04/2010 09:46:41,MMA1255,PC-2600,Whilemina.Wilma.Stevenson@dtaa.com,,,Mira.Macey.Ashley@dtaa.com,Send,46182,,"Over the Rainbow was rereleased on 18 June 2008, and was available for preorder in May, with three new tracks to replace the Christmas-themed songs on the original album. It featured on the Top Heatseekers for nine weeks, peaking at number 7, on the Kid Albums for four weeks, peaking at number 8, and on Top Independent Albums for one week, at number 43. Her only casualty in combat occurred when she was struck by a spar torpedo carried by the {ship|CSS|David}. The existing wooden carriages for 11-inch guns were too long to fit in New Ironsides{'}s cramped battery."
{O5C4-V9CY60IU-3643LPUD},01/04/2010 12:53:23,SSL2271,PC-7220,Steven.Sawyer.Lindsey@dtaa.com,,,Quentin.Anthony.Hudson@dtaa.com,View,20953,,"As such, they depend on trees with fairly large diameters, generally Eucalyptus. Flocks of up to 500 birds are generally only seen in the north or when the birds are concentrated at some food source. This species was known as Calyptorhynchus magnificus for many decades until the current scientific name was officially conserved in 1994. The bill is pale and horn-coloured."
{C2H2-V2FD30CZ-4857RUBY},01/04/2010 08:03:17,BNH3516,PC-8198,Ivory_Gilbert@sbcglobal.net,Bryan_Thane@sbcglobal.net,BNH8@earthlink.net,BNH8@earthlink.net,Send,1007704,C:\71s9L85\FOADAKSS.doc(313820);C:\5JXZJVKC.doc(670982),"The final script, combining elements of a number of these versions, was submitted for Hays office review in November 1934. Henry's body is returned to his fiancee Elizabeth (Valerie Hobson) at his ancestral castle home. Curiously, despite his earlier objection, Breen offered no objection to the cruciform imagery throughout the film - including a scene with the Monster lashed Christ-like to a pole - nor to the presentation of Pretorius as a coded homosexual."
{B8E5-B6LT90FE-4414OCYC},01/04/2010 09:25:20,GRL2886,PC-1248,Estes-Roth@gmail.com,CQS5@juno.com,,Geoffrey_Lambert@gmail.com,Send,23757,,"German count Ferdinand von Zeppelin promoted the idea of rigid airships lifted by hydrogen that later were called Zeppelins; the first of which had its maiden flight in 1900. Hydrogen is a concern in metallurgy as it can embrittle many metals, complicating the design of pipelines and storage tanks."
{Q2R9-Z7DQ66RO-9058GOYO},01/04/2010 08:03:56,SMH1953,PC-2742,Stephanie.Mechelle.Hill@dtaa.com,,,BRS657@northropgrumman.com,View,15325,,"Me and Juliet is a musical comedy by Richard Rodgers (music) and Oscar Hammerstein II (lyrics and book) and their sixth stage collaboration. Hayes noted that in the fifteen months he played Larry, he did not recall ever having a conversation with Isabel Bigley, who was supposedly his love interest and wife: ""I doubt that the audience ever believed we were deeply in love."""
{F0E0-B7MT83NI-1817MXTQ},01/04/2010 11:09:10,JPS2432,PC-3664,Richard.Matthew.Odonnell@dtaa.com;Casey.Amery.Gutierrez@dtaa.com,,,Justina.Patricia.Short@dtaa.com,Send,29581,,"Led by the city's Bureau of Environmental Services, the combined groups in 2001 produced the Johnson Creek Restoration Plan to reduce flooding, improve water quality, and improve fish and wildlife habitat. Generally, metal concentrations increase downstream. The watershed lies in the Willamette Valley ecoregion designated by the U.S. Environmental Protection Agency (EPA)."
{V8M5-M8LO84VW-3317WNOE},01/02/2010 09:44:03,PKR1145,PC-1961,Penelope.Kelly.Rowe@dtaa.com,,,Ocean.Lois.Bernard@dtaa.com,View,22207,,"A rough collie named Lad lives at the Place with his Master, Mistress, and his mate, Lady. When the Master and Mistress return from searching for Lad, they find him waiting on the porch. The chemical element uranium, discovered in 1789 by the German chemist Martin Heinrich Klaproth, was named after the newly discovered planet Uranus. Its average distance from the Sun is roughly 3 billion km (about 20 AU)."
{V7D1-F8QY54SP-7364PLKB},01/04/2010 07:54:33,JIG1936,PC-9383,Casey.James.Francis@dtaa.com;Illana.Savannah.Briggs@dtaa.com,Carly.Kaden.Berry@dtaa.com,,Janna.Ima.Gibbs@dtaa.com,Send,38256,,"Marshall and Warren went on to demonstrate that antibiotics are effective in the treatment of many cases of gastritis. The bacterium had also been observed in 1979 by Australian pathologist Robin Warren, who did further research on it with Australian physician Barry Marshall beginning in 1981."
{N3Z3-W1RY99IB-6918RUVJ},01/04/2010 08:17:08,NHH1704,PC-9182,James.Linus.Arnold@dtaa.com;Zachery.Arsenio.Norris@dtaa.com,Ursa.Kelsey.Cleveland@dtaa.com;Grant.Odysseus.Barrera@dtaa.com,,Neil.Hamish.Hicks@dtaa.com,Send,2678139,C:\HSFZT8XJ.pdf(1166216);C:\PJ4AT474.doc(1490520),"Zuniceratops, the earliest known ceratopsian with brow horns, was described in the late 1990s, and Yinlong, the first known Jurassic ceratopsian, in 2005. The following species are considered nomina dubia (""dubious names""), and are based on remains that are too poor or incomplete to be distinguished from pre-existing Triceratops species. The function of the frills and three distinctive facial horns has long inspired debate. While studies show that such activity would be feasible, if unlike that of present-day horned animals, there is disagreement about whether they actually did so. After examining 38 skulls from the Hell Creek formation, Scanella and Horner concluded that the mature form of Triceratops did not even have a shortened frill."
{B3A6-F5ML55DR-4683WSHY},01/03/2010 11:08:30,OKH3777,PC-5467,Naomi.Laura.Nguyen@dtaa.com;Camille.Inez.Duffy@dtaa.com,,,Odysseus.Kennedy.Haney@dtaa.com,View,38061,,"A proposal made by attorney David Merrick to adapt a series of works by Marcel Pagnol to which Merrick held the stage rights fell through when the duo were not willing to have Merrick be an associate producer; Merrick took the project elsewhere, and it was developed into the hit Fanny. According to author Frederick Nolan, who chronicled the works of Rodgers and Hammerstein, Pipe Dream ""cost them a fortune"". In March 1956, in a final attempt to save the show, Rodgers and Hammerstein revised it somewhat, moving several musical numbers. In 1981, a community theatre production of Pipe Dream was presented by the Conejo Theatre in Thousand Oaks, California."
{V1Q3-M6RK67RG-6723BTAD},01/04/2010 11:27:07,ACW1707,PC-0775,Abel.Cruz.Wiley@dtaa.com,,,Shannon-Tanner@lockheedmartin.com,View,34847,,"The western side of the valley was hemmed in by a large hill called 'Aqanqal. This would be 15%-16% of the Quraishi army, unless the actual number of Meccan troops present at Badr was significantly lower, in which case the percentage of troops lost would have been higher."
{B3C1-P3UN13CU-6921APLU},01/04/2010 10:36:23,HUM0431,PC-1451,CSL8@comcast.net,,,Halla_Murphy@juno.com,Send,21817,,"He attended St. Mary Hall at Oxford, and graduated in 1578. Increasingly depressed, Cavendish died in 1592 somewhere in the Atlantic Ocean, possibly a suicide. In 1571, at the age of 18 years, he entered Brasenose College, University of Oxford. An anonymous 17th-century manuscript states that Hues circumnavigated the world with Cavendish between 1586 and 1588 ""purposely for taking the true Latitude of places""; he may have been the ""NH"" who wrote a brief account of the voyage that was published by Hakluyt in his 1589 work The Principall Navigations, Voiages, and Discoveries of the English Nation. It is possible he travelled to Continental Europe."
{H3W4-E9FF57SY-2279SZWN},01/02/2010 13:18:44,YKW3832,PC-2158,Yvonne.Kellie.Walters@dtaa.com,,,Yuri.Rhiannon.Adkins@dtaa.com,View,20235,,"At the beginning of the novel, as the regiments advance toward battle, the sky is described as being an innocuous ""fairy blue"". The procession of weary soldiers became a bedraggled train, despondent and muttering, marching with churning effort in a trough of liquid brown mud under a low, wretched sky. Larrys Creek was in the disputed territory between these, so the illegal settlers there were part of the ""Fair Play Men"" system of self-government, with their own Declaration of Independence from Britain on July 4, 1776. Canoeing and kayaking on Larrys Creek are possible when the water is high enough (in Spring and after hard rain), with {convert|8.0|mi} of Class 3 whitewater on the International Scale of River Difficulty from Township Road 786 south through the State Game Lands to Route 973, and {convert|7.4|mi} of Class 1 to 2 whitewater south from PA 973 to U.S. 220."
{K9K2-A4CJ46KV-4834EEES},01/04/2010 08:35:49,HJB0286,PC-5799,Hamilton.Jonathan.Beck@dtaa.com,,,Rachel.April.Forbes@dtaa.com,View,31162,,"Jeff Garlin claims that I Want Someone to Eat Cheese With was the first Hollywood movie to incorporate Millennium Park. From June 21 to September 15, 2002, the plaza served as an open-air exhibition space and hosted the inaugural exhibit in Millennium Park, Exelon Presents Earth From Above by Yann Arthus-Bertrand, a French aerial photographer. The Crown Fountain is an interactive work of public art and video sculpture, named in honor of Chicago's Crown family and designed by Catalan conceptual artist Jaume Plensa; it opened in July 2004. At the time of Lakes' discoveries, the Transcontinental Railroad was being built through a remote area of Wyoming. Their search for fossils led them west to rich bone beds in Colorado, Nebraska, and Wyoming."
{R3Z8-E9JR01ZZ-5305RLKW},01/04/2010 08:29:06,BDP0031,PC-4954,Bert.Dolan.Pope@dtaa.com,,,Donna.Renee.Dejesus@dtaa.com,View,43162,,"Also, the Quraish apparently made little or no effort to contact the many tribes allies they had scattered throughout the Hijaz. Al-Bukhari lists Meccan losses as seventy dead and seventy captured. According to findings from an inquest, conducted by the coroner's office in The Bahamas, Aaliyah suffered from ""severe burns and a blow to the head"", in addition to severe shock and a weak heart. With sales of 8.1 million albums in the United States and an estimated 24 to 32 million albums worldwide, Aaliyah has been named the ""Princess of R&B"" and ""Queen Of Urban Pop"" and ""proved she was a muse in her own right""."
{C0N9-A5BW93CG-5402UZCZ},01/04/2010 12:41:20,RNB2679,PC-3486,Reese.Neil.Blackburn@dtaa.com,,,Jordan.J.Patel@lockheedmartin.com,View,53850,,"Andesite at Slag Hill consists of 70% dark brown volcanic glass with varied degrees of trachytic texture in the plagioclastic matrix and less than 5% of the andesite comprises vesicular textures. This resulted in the creation of a geologic map that showed the regional terrain and locations of the volcanoes. As a result, volcano monitoring is less important than dealing with other natural processes, including tsunamis, earthquakes and landslides. The Battle of Badr is one of the few battles explicitly discussed in the Qur'an. According to Abdullah Yusuf Ali, the term ""gratitude"" may be a reference to discipline."
{B8I8-G6TR67SX-8716BRCS},01/04/2010 13:07:01,ASG0072,PC-4895,Anjolie.Samantha.Gonzales@dtaa.com,,,Kenneth.Forrest.Gilmore@dtaa.com,View,24782,,"Lad obeys the Law in part because of his heredity as a purebred, and the Master considers himself a thoroughbred due to his having certain ""race characteristics that are ingrained in his blood."" In the story ""His Mate"", Lad meets and later must win the heart of his mate, Lady. The Master quickly determines why Lad attacked the man and Glure grudgingly thanks them. In 1918, Long began urging Terhune to publish a book of his dog stories, though Terhune himself was not convinced at first."
{B7J6-L6RD78IR-4096PRCI},01/04/2010 10:52:30,ADS2428,PC-4591,Richard.Matthew.Odonnell@dtaa.com;Kevyn.Alice.Payne@dtaa.com;Yuli.Kendall.Mclaughlin@dtaa.com,Lara.Rose.Key@dtaa.com,,Andrew.Dale.Sargent@dtaa.com,Send,41370,,"The judges would certainly have been keen to be regarded by King James, the head of the judiciary, as having dealt resolutely with Catholic recusants as well as with witchcraft, the ""two big threats to Jacobean order in Lancashire"". The 16th-century English Reformation, during which the Church of England broke away from the authority of the pope and the Catholic Church, split the Southworth family of Samlesbury Hall. He confirmed that his child had died of unknown causes at about one-year-old. Wolf, under the command of Karl-August Nerger, began a 15-month raiding voyage on 30 November that took the ship into the Indian and Pacific Oceans before a safe return to Germany. On 17 June, Kapitanleutnant von Bothmer was replaced by Kapitanleutnant Gerhard Muhle as commander of the U-boat."
{R6I0-X6ZQ52HJ-5456ZBGA},01/04/2010 09:10:58,TPS2595,PC-3753,Amanda.Liberty.Summers@dtaa.com,Hyacinth.Ginger.Jackson@dtaa.com,,Thomas.Paul.Skinner@dtaa.com,Send,37894,,"The string section of ""Monkey Gone to Heaven"" was recorded while Doolittle was being mixed at Carriage House Studios in Stamford, Connecticut. The two violins play a melody throughout, accompanied by a piano in the background. Q, in their review of Doolittle, described ""Monkey Gone to Heaven"": ""It's not pretty, but its carefully structured noise and straight forward rhythmic insistence makes perfect sense: a gut feeling that is doubled when it gets within sniffing distance of a tune, as on 'Monkey Gone to Heaven' or 'Debaser'."" Rolling Stone's David Fricke, reviewing Doolittle, said ""Monkey Gone to Heaven"" was a ""a corrosive, compelling meditation on God and garbage."""
{I0Y0-K2MY05NU-2651ZBRH},01/04/2010 12:12:22,JTH0719,PC-8599,Grace.Nell.Tate@dtaa.com,,,Jane.Teagan.Hale@dtaa.com,Send,46946,,"Ground squirrels and marmots pass the winter in hibernation. The largest is Bryce Amphitheater, which is {convert|12|mi|km} long, {convert|3|mi|km} wide and {convert|800|ft|m} deep. In 1931, President Herbert Hoover annexed an adjoining area south of the park, and in 1942 an additional {convert|635|acres|km2} was added. The easily eroded Pink Cliffs of the Claron Formation responded by forming freestanding pinnacles in badlands called hoodoos, while the more resistant White Cliffs formed monoliths. Ruby Syrett, Harold Bowman and the Perry brothers later built modest lodging, and set up ""touring services"" in the area."
{J0E2-Z0SC96KF-8671VNGA},01/04/2010 09:38:48,TWF1072,PC-2700,Tallulah.Wanda.Frank@dtaa.com,,,MBH3269@raytheon.com,View,20755,,"The nearby rapids in the Saint Lawrence required portage, making The Cedars a strategic landing point for anyone navigating the river to or from Montreal. Once his scouts reported Forster's retreat, Arnold gave chase. On May 14, they picked up 44 more Iroquois at Saint Francis, and camped at the western end of Saint Francis Lake on May 16.On May 17, Forster received scouting reports about the troop strength at The Cedars. Karnataka is bordered by the Arabian Sea to the west, Goa to the northwest, Maharashtra to the north, Andhra Pradesh to the east, Tamil Nadu to the southeast, and Kerala to the southwest. Eleven groups of soil orders are found in Karnataka, viz."
{H9Z3-A6ID55EA-2510KCBU},01/04/2010 12:53:52,VCV1353,PC-8209,Rigel.Gabriel.Bird@dtaa.com;Gareth.Tanek.Glass@dtaa.com,Sarah.Wilma.Eaton@dtaa.com,,Vielka.Claire.Velasquez@dtaa.com,Send,22913,,"When NY 373 was assigned in 1930, a small portion of it was maintained by the town of Chesterfield. This, one of three ferries to cross Lake Champlain, is the longest as it crosses the widest part of the lake. It begins at U.S. Route 9 (US 9) and proceeds eastward, ending at a ferry landing on Lake Champlain. The highway turns northward soon afterward, crosses a pair of train tracks, makes a U-turn and comes to an end at the Burlington-Port Kent Ferry landing."
